Region,Country,Year,Series,Value,Footnotes,Source
226,Equatorial Guinea,2019,Domestic general government health expenditure (% of total government expenditure),3.8,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
226,Equatorial Guinea,2020,Domestic general government health expenditure (% of total government expenditure),5.3,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
232,Eritrea,2005,Current health expenditure (% of GDP),6.9,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
232,Eritrea,2010,Current health expenditure (% of GDP),4.9,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
232,Eritrea,2015,Current health expenditure (% of GDP),4.5,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
232,Eritrea,2018,Current health expenditure (% of GDP),4.1,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
232,Eritrea,2019,Current health expenditure (% of GDP),4.5,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
232,Eritrea,2020,Current health expenditure (% of GDP),4.1,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
232,Eritrea,2005,Domestic general government health expenditure (% of total government expenditure),1.1,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
232,Eritrea,2010,Domestic general government health expenditure (% of total government expenditure),2.4,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
232,Eritrea,2015,Domestic general government health expenditure (% of total government expenditure),2.4,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
232,Eritrea,2018,Domestic general government health expenditure (% of total government expenditure),2.4,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
232,Eritrea,2019,Domestic general government health expenditure (% of total government expenditure),2.4,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
232,Eritrea,2020,Domestic general government health expenditure (% of total government expenditure),2.4,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
233,Estonia,2005,Current health expenditure (% of GDP),5.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
233,Estonia,2010,Current health expenditure (% of GDP),6.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
233,Estonia,2015,Current health expenditure (% of GDP),6.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
233,Estonia,2018,Current health expenditure (% of GDP),6.7,Break in the time series.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
233,Estonia,2019,Current health expenditure (% of GDP),6.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
233,Estonia,2020,Current health expenditure (% of GDP),7.8,Break in the time series.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
233,Estonia,2005,Domestic general government health expenditure (% of total government expenditure),11.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
233,Estonia,2010,Domestic general government health expenditure (% of total government expenditure),11.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
233,Estonia,2015,Domestic general government health expenditure (% of total government expenditure),12.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
233,Estonia,2018,Domestic general government health expenditure (% of total government expenditure),12.5,Break in the time series.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
233,Estonia,2019,Domestic general government health expenditure (% of total government expenditure),12.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
233,Estonia,2020,Domestic general government health expenditure (% of total government expenditure),13.0,Break in the time series.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
748,Eswatini,2005,Current health expenditure (% of GDP),7.4,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
748,Eswatini,2010,Current health expenditure (% of GDP),8.6,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
