"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2021","2021",55,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2012","2012",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2000","2000",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2001","2001",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2002","2002",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2003","2003",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2004","2004",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2005","2005",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2006","2006",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2007","2007",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2008","2008",2,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2009","2009",4,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2010","2010",4,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2011","2011",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2012","2012",3,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2013","2013",2,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2014","2014",3,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2015","2015",6,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2016","2016",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2017","2017",7,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2018","2018",2,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2019","2019",6,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2020","2020",2,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2021","2021",8,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2022","2022",5,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2000","2000",3,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2001","2001",6,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2002","2002",6,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2003","2003",10,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2004","2004",5,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2005","2005",8,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2006","2006",7,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2007","2007",6,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2008","2008",5,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2009","2009",3,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2010","2010",10,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2011","2011",14,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2012","2012",9,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2013","2013",9,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2014","2014",5,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2015","2015",14,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2016","2016",13,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2017","2017",12,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2018","2018",16,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2019","2019",16,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2020","2020",13,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2021","2021",16,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2002","2002",141,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2003","2003",144,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2004","2004",139,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2005","2005",123,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2006","2006",82,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2007","2007",103,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2008","2008",95,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2009","2009",118,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2010","2010",153,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2011","2011",137,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2012","2012",145,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2013","2013",112,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2014","2014",115,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2015","2015",98,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2016","2016",117,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2017","2017",114,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2018","2018",105,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2019","2019",108,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2020","2020",105,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2021","2021",107,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","ISR","Israel","2012","2012",1,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2006","2006",3,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2007","2007",5,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2008","2008",3,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2009","2009",1,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2010","2010",4,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2011","2011",3,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2012","2012",6,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2013","2013",1,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2014","2014",2,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2015","2015",4,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2016","2016",9,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2017","2017",6,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2018","2018",5,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2019","2019",4,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2020","2020",1,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2021","2021",4,,
"AUT","Austria","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2022","2022",3,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2000","2000",8,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2001","2001",10,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2002","2002",9,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2003","2003",6,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2004","2004",19,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2005","2005",15,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2006","2006",18,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2007","2007",30,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2008","2008",22,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2009","2009",37,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2010","2010",32,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2011","2011",61,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2012","2012",58,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2013","2013",65,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2014","2014",115,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2015","2015",83,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2016","2016",81,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2017","2017",59,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2018","2018",57,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2019","2019",104,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2020","2020",71,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2021","2021",67,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2022","2022",79,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2000","2000",7,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2001","2001",10,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2002","2002",12,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2003","2003",12,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2004","2004",14,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2005","2005",15,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2006","2006",9,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2007","2007",17,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2008","2008",13,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2009","2009",31,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2010","2010",23,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2011","2011",17,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2012","2012",18,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2013","2013",25,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2014","2014",16,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2015","2015",20,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2016","2016",22,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2017","2017",22,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2018","2018",26,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2019","2019",12,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2020","2020",17,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2021","2021",17,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2009","2009",1,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2010","2010",1,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2016","2016",1,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2018","2018",1,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2021","2021",1,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2000","2000",2,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2001","2001",1,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2002","2002",1,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2003","2003",3,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2005","2005",3,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2006","2006",2,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2007","2007",5,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2008","2008",5,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2010","2010",2,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2011","2011",4,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2012","2012",4,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2013","2013",4,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2014","2014",12,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2015","2015",15,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2016","2016",9,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2000","2000",1,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2001","2001",1,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2003","2003",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2009","2009",3,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2011","2011",3,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2012","2012",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2013","2013",4,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2014","2014",5,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2015","2015",6,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2016","2016",3,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2017","2017",1,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2018","2018",1,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2019","2019",1,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2020","2020",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2021","2021",3,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2011","2011",74,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2012","2012",107,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2013","2013",93,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2014","2014",134,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2015","2015",165,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2016","2016",148,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2017","2017",147,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2018","2018",115,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2019","2019",97,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2020","2020",95,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2021","2021",117,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2000","2000",35,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2001","2001",29,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2002","2002",22,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","ITA","Italy","2003","2003",36,,
